case_id,snap_benefits,general_health,height_in,income_130_pov,statistical_weight,income_185_pov,meal_preparer,grocery_shopper,secondary_eating_duration,primary_eating_duration,secondary_drinking_day_prior,weight_lb,secondary_eating_day_prior,bmi,prepare_meat_last_week,drink_soda,exercise_frequency_last_week,fast_food_frequency_last_week,prepare_milk_last_week,fast_food_yesterday,drink_diet_soda,eating_duration_24,activity_list,year
20150101150798,0.0,3.0,72.0,,6208346.553433999,1.0,3.0,3.0,45,25,1.0,299.0,1.0,40.5,,0.0,5,0,,3,,45.0,4,2015
20150101150812,1.0,3.0,64.0,1.0,6285782.82041,2.0,1.0,1.0,0,35,0.0,182.0,0.0,31.2,1.0,,7,0,0.0,3,,,,2015
20150101150818,0.0,3.0,60.0,,1240759.362925,1.0,1.0,1.0,10,45,1.0,155.0,1.0,30.3,1.0,0.0,7,5,0.0,1,,10.0,8,2015
20150101150850,0.0,3.0,64.0,,6324029.957917,1.0,1.0,1.0,0,80,1.0,160.0,0.0,27.5,1.0,1.0,6,1,0.0,0,,,,2015
20150101150852,0.0,2.0,68.0,,3766534.8660199996,1.0,1.0,3.0,0,57,0.0,192.0,0.0,29.2,1.0,,0,0,0.0,3,,,,2015
20150101150854,0.0,4.0,67.0,,17774265.539176002,1.0,1.0,2.0,3,30,1.0,200.0,1.0,31.3,1.0,0.0,1,0,0.0,3,,3.0,10,2015
20150101150870,0.0,3.0,65.0,,4586306.538043,1.0,1.0,1.0,0,105,1.0,158.0,0.0,26.3,1.0,0.0,1,0,0.0,3,,,,2015
20150101150879,0.0,4.0,56.0,,7181095.706775,,1.0,1.0,3,20,0.0,115.0,1.0,25.8,1.0,,2,0,0.0,3,,3.0,"10,12,16",2015
20150101150888,0.0,5.0,68.0,,11885152.685206,1.0,1.0,2.0,0,105,1.0,169.0,0.0,25.7,0.0,0.0,6,0,0.0,3,,,,2015
20150101150902,0.0,3.0,64.0,,1968046.4929840001,1.0,1.0,1.0,150,180,1.0,180.0,1.0,30.9,0.0,0.0,4,0,0.0,3,,150.0,15,2015
20150101150908,0.0,4.0,63.0,,3199743.884872,1.0,1.0,1.0,0,90,1.0,130.0,0.0,23.0,1.0,0.0,0,1,0.0,0,,,,2015
20150101150913,0.0,5.0,66.0,,1050624.3544649999,1.0,1.0,1.0,0,30,0.0,220.0,0.0,35.5,1.0,,4,0,0.0,3,,,,2015
20150101150934,0.0,5.0,65.0,,8129385.667649001,1.0,2.0,3.0,0,65,0.0,170.0,0.0,28.3,1.0,,7,1,0.0,0,,,,2015
20150101150949,0.0,3.0,64.0,,12896895.023474,1.0,1.0,1.0,0,45,0.0,,0.0,,1.0,,4,1,0.0,0,,,,2015
20150101150958,0.0,2.0,69.0,,7486307.363397,1.0,1.0,1.0,0,60,1.0,190.0,0.0,28.1,1.0,0.0,1,0,0.0,3,,,,2015
20150101150963,0.0,5.0,65.0,,2380426.1462970003,1.0,1.0,1.0,10,45,0.0,135.0,1.0,22.5,0.0,,0,3,0.0,1,,10.0,9,2015
20150101150965,0.0,3.0,69.0,,7218330.806482,1.0,3.0,3.0,1,45,1.0,180.0,1.0,26.6,,0.0,5,0,,3,,1.0,13,2015
20150101150989,0.0,4.0,71.0,,7827681.791239999,1.0,1.0,2.0,5,35,1.0,224.0,1.0,31.2,1.0,1.0,0,1,0.0,1,1.0,5.0,23,2015
20150101151002,0.0,3.0,64.0,,12252887.770049,1.0,1.0,1.0,15,30,1.0,143.0,1.0,24.5,1.0,0.0,2,2,0.0,0,,15.0,"4,8",2015
20150101151007,0.0,5.0,75.0,,12232119.390233,1.0,3.0,3.0,45,50,1.0,185.0,1.0,23.1,,1.0,6,4,,1,0.0,45.0,15,2015
20150101151010,0.0,4.0,72.0,,13500826.502978,1.0,3.0,3.0,2,10,1.0,200.0,1.0,27.1,,0.0,0,2,,0,,2.0,14,2015
20150101151018,0.0,4.0,61.0,,5023105.1723879995,1.0,1.0,1.0,20,75,1.0,135.0,1.0,25.5,1.0,0.0,7,0,0.0,3,,20.0,"13,18",2015
20150101151026,0.0,1.0,69.0,2.0,3869327.375371,2.0,1.0,1.0,10,45,0.0,175.0,1.0,25.8,1.0,,5,1,0.0,1,,10.0,8,2015
20150101151051,0.0,2.0,66.0,,5956230.120719001,,1.0,1.0,0,70,0.0,205.0,0.0,33.1,1.0,,0,1,0.0,0,,,,2015
20150101151071,1.0,3.0,62.0,2.0,1766871.2475700001,2.0,1.0,1.0,0,75,1.0,103.0,0.0,18.8,1.0,0.0,0,0,0.0,3,,,,2015
20150101151079,0.0,4.0,63.0,,7760534.117932001,1.0,1.0,1.0,15,110,1.0,,1.0,,1.0,0.0,4,0,0.0,3,,15.0,"16,19,25",2015
20150101151093,0.0,3.0,71.0,1.0,8927796.510443,2.0,3.0,3.0,0,0,0.0,230.0,0.0,32.1,,,0,0,,3,,,,2015
20150101151115,0.0,4.0,67.0,,7617118.2369490005,1.0,1.0,1.0,15,20,1.0,132.0,1.0,20.7,1.0,1.0,3,2,0.0,0,0.0,15.0,"2,14",2015
20150101151125,0.0,4.0,59.0,,15533872.086365,1.0,1.0,1.0,0,120,1.0,130.0,0.0,26.3,1.0,0.0,14,0,0.0,3,,,,2015
20150101151129,0.0,3.0,66.0,,4182113.302321,1.0,1.0,1.0,10,120,0.0,164.0,1.0,26.5,1.0,,3,1,0.0,1,,10.0,18,2015
20150101151131,0.0,3.0,65.0,,40097510.506008,,3.0,1.0,0,20,0.0,160.0,0.0,26.6,,,0,4,,0,,,,2015
20150101151142,0.0,4.0,67.0,,2250338.660374,1.0,1.0,1.0,40,0,1.0,280.0,1.0,43.8,1.0,1.0,0,4,0.0,1,0.0,40.0,"8,16",2015
20150101151145,0.0,4.0,70.0,,3706333.281877,,3.0,1.0,0,30,0.0,225.0,0.0,32.3,,,0,0,,3,,,,2015
20150101151159,0.0,5.0,62.0,,1781634.568682,,1.0,1.0,0,120,1.0,125.0,0.0,22.9,1.0,0.0,5,0,0.0,3,,,,2015
20150101151170,1.0,2.0,65.0,,12193042.214155,1.0,3.0,3.0,0,40,1.0,180.0,0.0,30.0,,0.0,0,0,,3,,,,2015
20150101151178,0.0,4.0,63.0,,10610143.964743,1.0,1.0,2.0,20,45,0.0,139.0,1.0,24.6,1.0,,3,2,0.0,1,,20.0,10,2015
20150101151181,0.0,3.0,71.0,2.0,3758813.1892480003,2.0,1.0,1.0,0,90,0.0,275.0,0.0,38.4,1.0,,0,3,0.0,0,,,,2015
20150101151189,0.0,3.0,68.0,,3640263.576314,,1.0,1.0,30,45,1.0,200.0,1.0,30.4,1.0,1.0,0,4,0.0,0,0.0,30.0,6,2015
20150101151195,1.0,2.0,71.0,,11036246.685056,2.0,2.0,1.0,0,30,1.0,210.0,0.0,29.3,1.0,1.0,0,0,0.0,3,0.0,,,2015
20150101151201,0.0,4.0,62.0,,3323158.861666,1.0,1.0,1.0,0,75,0.0,120.0,0.0,21.9,0.0,,7,0,0.0,3,,,,2015
20150101151213,0.0,4.0,69.0,,10377636.714031,1.0,3.0,3.0,15,40,0.0,235.0,1.0,34.7,,,0,3,,0,,15.0,"7,9",2015
20150101151228,0.0,4.0,62.0,,2205977.591258,1.0,1.0,1.0,0,44,1.0,160.0,0.0,29.3,1.0,0.0,0,0,0.0,3,,,,2015
20150101151244,0.0,3.0,67.0,,14813871.644347,,3.0,3.0,0,190,1.0,240.0,0.0,37.6,,0.0,3,1,,0,,,,2015
20150101151291,0.0,3.0,71.0,1.0,16670884.000023002,,3.0,3.0,0,50,1.0,170.0,0.0,23.7,,1.0,0,0,,0,0.0,,,2015
20150101151311,0.0,4.0,60.0,,7194860.449789999,1.0,1.0,1.0,5,90,0.0,145.0,1.0,28.3,1.0,,6,2,0.0,0,,5.0,13,2015
20150101151321,0.0,5.0,68.0,,4584991.379106,1.0,1.0,1.0,10,60,0.0,170.0,1.0,25.8,1.0,,5,0,0.0,3,,10.0,8,2015
20150101151355,,,,,3592308.110857,,1.0,,-3,35,,,,,,,0,0,,3,,,,2015
20150101151362,0.0,4.0,67.0,,5013787.178369001,,1.0,1.0,0,40,1.0,,0.0,,1.0,1.0,3,4,0.0,0,1.0,,,2015
20150101151385,0.0,4.0,65.0,,2018842.172397,1.0,1.0,1.0,0,60,1.0,130.0,0.0,21.6,1.0,0.0,4,2,0.0,0,,,,2015
20150101151446,0.0,4.0,64.0,,5175456.009041,1.0,1.0,1.0,170,0,1.0,138.0,1.0,23.7,0.0,0.0,5,2,0.0,0,,170.0,"14,16",2015
20150101151470,0.0,4.0,67.0,,3118472.265391,1.0,2.0,2.0,25,30,1.0,157.0,1.0,24.6,1.0,1.0,4,3,0.0,4,0.0,25.0,12,2015
20150101151480,0.0,4.0,65.0,,1684430.861951,1.0,1.0,1.0,0,35,1.0,135.0,0.0,22.5,0.0,0.0,0,2,0.0,0,,,,2015
20150101151498,1.0,5.0,66.0,2.0,4163598.952796,2.0,1.0,1.0,5,10,1.0,138.0,1.0,22.3,1.0,1.0,5,1,0.0,1,0.0,5.0,28,2015
20150101151504,0.0,5.0,64.0,,3494818.7192129996,1.0,1.0,1.0,15,30,0.0,105.0,1.0,18.0,1.0,,5,1,0.0,0,,15.0,9,2015
20150101151505,0.0,3.0,65.0,,3484909.0843849997,1.0,3.0,3.0,35,20,0.0,170.0,1.0,28.3,,,3,3,,0,,35.0,"5,8",2015
20150101151510,0.0,4.0,58.0,1.0,13451929.15992,2.0,1.0,1.0,8,90,1.0,132.0,1.0,27.6,1.0,0.0,0,0,0.0,3,,8.0,"12,17",2015
20150101151523,0.0,1.0,63.0,,5116730.640508,1.0,1.0,1.0,0,45,0.0,200.0,0.0,35.4,1.0,,0,0,0.0,3,,,,2015
20150101151539,0.0,5.0,65.0,,8007526.1588119995,1.0,3.0,3.0,55,20,1.0,135.0,1.0,22.5,,0.0,0,0,,3,,55.0,"7,10,15",2015
20150101151568,0.0,5.0,62.0,2.0,5637139.829366,2.0,1.0,1.0,0,20,0.0,110.0,0.0,20.1,1.0,,0,0,0.0,3,,,,2015
20150101151580,0.0,4.0,66.0,,6475773.065934,1.0,1.0,1.0,15,30,0.0,185.0,1.0,29.9,1.0,,4,4,0.0,0,,15.0,"6,22",2015
20150101151585,0.0,3.0,71.0,,10879084.34792,1.0,1.0,1.0,0,110,1.0,173.0,0.0,24.1,1.0,0.0,0,1,0.0,0,,,,2015
20150101151626,0.0,1.0,65.0,,24163437.304454997,1.0,3.0,1.0,15,90,1.0,210.0,1.0,34.9,,1.0,0,8,,1,1.0,15.0,11,2015
20150101151656,0.0,5.0,66.0,,4935014.360491,1.0,3.0,3.0,21,40,1.0,140.0,1.0,22.6,,0.0,6,2,,0,,21.0,"7,15",2015
20150101151659,0.0,3.0,70.0,,8036075.848789,1.0,1.0,1.0,30,15,1.0,185.0,1.0,26.5,1.0,0.0,3,0,0.0,3,,30.0,4,2015
20150101151666,0.0,4.0,62.0,,12382218.788609,1.0,1.0,1.0,11,30,1.0,177.0,1.0,32.4,1.0,0.0,0,3,0.0,1,,11.0,"8,9",2015
20150101151722,0.0,4.0,69.0,,3009661.895297,1.0,1.0,1.0,35,70,1.0,220.0,1.0,32.5,1.0,0.0,3,0,0.0,3,,35.0,"1,5,12,15,20,23,26",2015
20150101151736,0.0,2.0,63.0,1.0,17603068.141964998,1.0,2.0,3.0,5,60,0.0,220.0,1.0,39.0,1.0,,2,1,0.0,0,,5.0,4,2015
20150101151765,0.0,5.0,63.0,,1493195.250965,1.0,1.0,1.0,0,100,0.0,168.0,0.0,29.8,1.0,,0,3,0.0,0,,,,2015
20150101151775,0.0,5.0,64.0,1.0,10842196.285604,2.0,3.0,3.0,5,65,1.0,170.0,1.0,29.2,,0.0,7,0,,3,,5.0,27,2015
20150101151786,0.0,2.0,72.0,,9429931.60363,1.0,2.0,2.0,0,105,0.0,180.0,0.0,24.4,1.0,,7,0,0.0,3,,,,2015
20150101151789,0.0,5.0,68.0,,4118715.6183800003,1.0,1.0,1.0,0,110,0.0,155.0,0.0,23.6,1.0,,3,0,0.0,3,,,,2015
20150101151809,0.0,2.0,66.0,2.0,5513283.479619,2.0,1.0,2.0,0,75,1.0,175.0,0.0,28.2,1.0,0.0,7,1,0.0,0,,,,2015
20150101151827,0.0,3.0,64.0,,12962735.167561999,1.0,1.0,2.0,0,60,1.0,160.0,0.0,27.5,1.0,1.0,3,1,0.0,0,0.0,,,2015
20150101151832,0.0,5.0,63.0,,2574562.825095,1.0,1.0,1.0,5,120,1.0,133.0,1.0,23.6,1.0,0.0,4,1,0.0,0,,5.0,19,2015
20150101151833,0.0,4.0,67.0,,8644307.886475999,2.0,3.0,3.0,60,10,1.0,215.0,1.0,33.7,,0.0,7,2,,0,,60.0,9,2015
20150101151849,0.0,5.0,64.0,2.0,1485873.793752,2.0,1.0,1.0,0,50,1.0,160.0,0.0,27.5,1.0,0.0,0,1,0.0,0,,,,2015
20150101151854,0.0,4.0,66.0,1.0,5394775.785262,2.0,3.0,1.0,30,90,1.0,163.0,1.0,26.3,,0.0,3,1,,0,,30.0,5,2015
20150101151861,0.0,4.0,70.0,2.0,2799773.749584,2.0,1.0,1.0,0,20,1.0,170.0,0.0,24.4,1.0,0.0,8,3,0.0,0,,,,2015
20150101151873,0.0,4.0,62.0,,2907482.579755,1.0,1.0,1.0,2,40,1.0,,1.0,,1.0,1.0,0,2,0.0,0,1.0,2.0,10,2015
20150101151874,0.0,4.0,65.0,,6373286.632188,1.0,1.0,1.0,7,65,1.0,140.0,1.0,23.3,0.0,1.0,0,4,0.0,0,1.0,7.0,"2,19",2015
20150101151878,0.0,4.0,72.0,,1647172.764314,1.0,1.0,1.0,30,20,0.0,230.0,1.0,31.2,1.0,,7,4,0.0,0,,30.0,"13,17",2015
20150101151885,0.0,4.0,69.0,,7764920.172402,,3.0,3.0,15,30,1.0,160.0,1.0,23.6,,0.0,5,1,,0,,15.0,5,2015
20150101151940,0.0,3.0,67.0,,6331148.305337001,1.0,2.0,3.0,0,80,1.0,160.0,0.0,25.1,0.0,0.0,0,0,0.0,3,,,,2015
20150101151949,0.0,4.0,67.0,,6213706.574827,1.0,1.0,1.0,30,30,1.0,170.0,1.0,26.6,1.0,1.0,3,0,0.0,3,1.0,30.0,"3,11",2015
20150101151980,0.0,2.0,66.0,2.0,4471516.5883949995,2.0,1.0,1.0,0,90,1.0,157.0,0.0,25.3,1.0,0.0,0,0,0.0,3,,,,2015
20150101151986,0.0,5.0,68.0,,9748672.656386,1.0,1.0,1.0,10,45,1.0,173.0,1.0,26.3,1.0,0.0,7,2,0.0,0,,10.0,12,2015
20150101152004,0.0,4.0,62.0,,8195508.580407001,1.0,1.0,1.0,20,45,1.0,165.0,1.0,30.2,1.0,0.0,3,2,0.0,0,,20.0,"10,18",2015
20150101152012,0.0,4.0,70.0,2.0,2322888.350885,2.0,1.0,1.0,15,90,0.0,180.0,1.0,25.8,1.0,,0,0,0.0,3,,15.0,13,2015
20150101152034,0.0,3.0,72.0,2.0,14115795.223245,2.0,1.0,1.0,0,20,1.0,230.0,0.0,31.2,1.0,0.0,2,2,0.0,0,,,,2015
20150101152039,0.0,5.0,66.0,,2210687.3435830004,1.0,1.0,1.0,5,15,1.0,160.0,1.0,25.8,0.0,0.0,2,3,0.0,1,,5.0,23,2015
20150101152052,0.0,3.0,59.0,,8527884.768310001,1.0,2.0,2.0,0,100,1.0,150.0,0.0,30.3,1.0,1.0,0,4,0.0,0,0.0,,,2015
20150101152063,0.0,4.0,76.0,,6932754.477716001,1.0,1.0,1.0,5,30,1.0,,1.0,,1.0,1.0,3,0,0.0,3,1.0,5.0,13,2015
20150101152068,0.0,4.0,71.0,,10371081.848846002,1.0,1.0,1.0,1,125,0.0,210.0,1.0,29.3,1.0,,4,3,0.0,1,,1.0,8,2015
20150101152098,0.0,4.0,56.0,2.0,4767300.612438,2.0,1.0,1.0,0,20,0.0,141.0,0.0,31.6,1.0,,3,0,0.0,3,,,,2015
20150101152127,0.0,3.0,72.0,,3595550.284496,1.0,1.0,1.0,5,110,0.0,181.0,1.0,24.5,0.0,,0,14,0.0,1,,5.0,8,2015
20150101152132,0.0,5.0,64.0,,4271685.308054,1.0,1.0,1.0,0,85,1.0,167.0,0.0,28.7,1.0,1.0,7,0,0.0,3,1.0,,,2015
20150101152135,0.0,3.0,60.0,,12405612.82778,1.0,3.0,3.0,15,85,1.0,173.0,1.0,33.8,,1.0,0,3,,1,1.0,15.0,40,2015
20150101152146,0.0,5.0,62.0,,5936519.313003,1.0,3.0,3.0,5,120,1.0,132.0,1.0,24.1,,1.0,4,3,,1,0.0,5.0,5,2015
20150101152178,0.0,4.0,71.0,,2781948.737262,1.0,1.0,3.0,10,30,1.0,,1.0,,1.0,0.0,5,1,0.0,0,,10.0,3,2015
20150101152213,0.0,1.0,62.0,,4928487.805072,2.0,1.0,3.0,30,75,0.0,125.0,1.0,22.9,1.0,,0,0,0.0,3,,30.0,16,2015
20150101152246,0.0,3.0,63.0,,17429191.063819,1.0,3.0,3.0,5,45,0.0,180.0,1.0,31.9,,,0,0,,3,,5.0,6,2015
20150101152249,0.0,5.0,64.0,,3245155.821014,1.0,1.0,1.0,180,60,1.0,110.0,1.0,18.9,1.0,0.0,4,0,0.0,3,,180.0,11,2015
20150101152306,0.0,4.0,64.0,,7392365.937769,1.0,1.0,1.0,5,150,1.0,145.0,1.0,24.9,1.0,0.0,1,3,0.0,1,,5.0,9,2015
20150101152321,1.0,5.0,61.0,,4015913.961897,2.0,1.0,1.0,0,75,0.0,160.0,0.0,30.2,1.0,,0,0,0.0,1,,,,2015
20150101152322,1.0,2.0,70.0,2.0,5401304.16264,2.0,1.0,1.0,10,15,1.0,180.0,1.0,25.8,1.0,1.0,0,0,0.0,3,0.0,10.0,5,2015
20150101152354,1.0,3.0,70.0,,3099313.5021450003,,1.0,1.0,0,30,1.0,175.0,0.0,25.1,1.0,0.0,3,2,0.0,1,,,,2015
20150101152392,0.0,3.0,66.0,,6279051.315279,1.0,3.0,3.0,0,0,0.0,170.0,0.0,27.4,,,5,0,,3,,,,2015
20150101152398,0.0,3.0,68.0,,12215090.645615,1.0,3.0,3.0,0,64,,135.0,0.0,20.5,,,3,1,,0,,,,2015
20150101152412,0.0,4.0,66.0,,1976348.4268849997,1.0,1.0,1.0,5,55,0.0,127.0,1.0,20.5,1.0,,5,0,0.0,3,,5.0,21,2015
20150101152479,0.0,3.0,66.0,,2661628.942129,1.0,2.0,1.0,0,120,1.0,170.0,0.0,27.4,1.0,0.0,3,2,0.0,0,,,,2015
20150110140726,0.0,5.0,62.0,,5398122.434491999,1.0,1.0,1.0,10,20,1.0,110.0,1.0,20.1,1.0,0.0,2,3,0.0,1,,10.0,"6,10",2015
20150110140891,0.0,3.0,66.0,,6843966.955708999,1.0,2.0,3.0,15,75,1.0,220.0,1.0,35.5,1.0,1.0,0,2,0.0,1,0.0,15.0,4,2015
20150110140954,0.0,4.0,70.0,,4977588.929245,1.0,1.0,1.0,0,2,0.0,177.0,0.0,25.4,1.0,,2,0,1.0,3,,,,2015
20150110141050,0.0,3.0,60.0,,6157614.514806,1.0,3.0,2.0,15,55,1.0,140.0,1.0,27.3,,0.0,0,3,,0,,15.0,"8,13",2015
20150110141210,0.0,4.0,74.0,,9367348.871647,1.0,1.0,1.0,20,40,0.0,218.0,1.0,28.0,1.0,,5,0,0.0,3,,20.0,22,2015
20150110141308,0.0,3.0,65.0,,1493022.735615,1.0,1.0,1.0,45,45,1.0,185.0,1.0,30.8,1.0,0.0,0,3,0.0,1,,45.0,"9,13,15",2015
20150110141403,0.0,4.0,69.0,,19958610.494725,1.0,3.0,3.0,0,60,1.0,186.0,1.0,27.5,,1.0,0,2,,1,0.0,,,2015
20150110141470,0.0,5.0,62.0,2.0,3453504.9334629998,2.0,1.0,1.0,0,60,1.0,116.0,0.0,21.2,1.0,0.0,1,5,0.0,1,,,,2015
20150110141496,0.0,3.0,71.0,,10772489.716782,2.0,3.0,3.0,0,25,0.0,169.0,0.0,23.6,,,0,0,,3,,,,2015
20150110141751,0.0,4.0,63.0,,6676697.269307,1.0,3.0,3.0,25,0,1.0,98.0,1.0,17.4,,0.0,0,0,,3,,25.0,"6,18",2015
20150110142277,0.0,4.0,69.0,,5664051.042729,1.0,1.0,1.0,5,45,0.0,160.0,1.0,23.6,0.0,,3,2,0.0,1,,5.0,11,2015
20150110142479,0.0,4.0,62.0,,19281909.145455,1.0,3.0,2.0,0,20,1.0,130.0,0.0,23.8,,0.0,5,0,,3,,,,2015
20150110142506,0.0,4.0,68.0,,2327774.610351,1.0,3.0,3.0,0,90,1.0,150.0,0.0,22.8,,0.0,2,2,,0,,,,2015
20150111140017,0.0,5.0,74.0,,9003770.356586,1.0,3.0,3.0,20,60,1.0,200.0,1.0,25.7,,0.0,2,10,,0,,20.0,"6,8",2015
20150111140019,0.0,3.0,77.0,,5411025.484165,1.0,1.0,2.0,0,150,0.0,340.0,0.0,40.3,1.0,,3,0,0.0,3,,,,2015
20150111140030,1.0,3.0,64.0,,2383916.7140900004,,2.0,1.0,0,240,1.0,168.0,0.0,28.8,1.0,0.0,7,2,0.0,1,,,,2015
20150111140057,0.0,3.0,65.0,,6474530.510659,1.0,1.0,1.0,0,60,0.0,150.0,0.0,25.0,1.0,,0,0,0.0,3,,,,2015
20150111140078,0.0,4.0,77.0,2.0,10748538.529047,2.0,1.0,1.0,0,60,1.0,215.0,0.0,25.5,1.0,0.0,2,4,0.0,0,,,,2015
20150111140111,0.0,5.0,61.0,,7552477.445739,,1.0,1.0,0,100,0.0,144.0,0.0,27.2,1.0,,0,0,0.0,3,,,,2015
20150111140124,0.0,3.0,67.0,,6800041.5421279995,1.0,1.0,1.0,0,120,1.0,170.0,0.0,26.6,1.0,0.0,0,0,0.0,3,,,,2015
20150111140146,0.0,5.0,67.0,,24220244.185999,1.0,1.0,1.0,0,70,1.0,190.0,0.0,29.8,0.0,0.0,3,3,0.0,0,,,,2015
20150111140509,0.0,3.0,71.0,,35995850.863823,1.0,3.0,3.0,0,40,1.0,200.0,0.0,27.9,,0.0,2,4,,1,,,,2015
20150111140516,0.0,5.0,68.0,,11099422.793005,1.0,3.0,3.0,0,145,0.0,205.0,0.0,31.2,,,12,7,,1,,,,2015
20150111140526,0.0,5.0,68.0,,3722428.016408,1.0,1.0,1.0,4,15,1.0,129.0,1.0,19.6,1.0,0.0,6,0,0.0,3,,4.0,"12,18",2015
20150111140533,1.0,3.0,61.0,2.0,4670272.868621,2.0,1.0,1.0,-2,15,0.0,113.0,,21.3,1.0,,0,1,0.0,0,,,,2015
20150111140561,0.0,4.0,70.0,2.0,5002901.052581,2.0,1.0,1.0,0,45,0.0,200.0,1.0,28.7,1.0,,4,2,0.0,0,,,,2015
20150111140566,,,,,2587619.226551,,1.0,1.0,0,60,1.0,,0.0,,0.0,1.0,0,2,1.0,0,0.0,,,2015
