case_id,snap_benefits,general_health,height_in,income_130_pov,statistical_weight,income_185_pov,meal_preparer,grocery_shopper,secondary_eating_duration,primary_eating_duration,secondary_drinking_day_prior,weight_lb,secondary_eating_day_prior,bmi,prepare_meat_last_week,drink_soda,exercise_frequency_last_week,fast_food_frequency_last_week,prepare_milk_last_week,fast_food_yesterday,drink_diet_soda,eating_duration_24,activity_list,year
20150112141955,0.0,3.0,61.0,1.0,7229505.697094,2.0,3.0,1.0,20,95,0.0,104.0,1.0,19.6,,,7,0,,3,,20.0,16,2015
20150112141958,0.0,4.0,69.0,,2103907.141678,1.0,1.0,1.0,15,60,0.0,210.0,1.0,31.0,1.0,,2,2,0.0,0,,15.0,3,2015
20150112141960,0.0,5.0,63.0,,1870527.13605,1.0,1.0,1.0,0,45,1.0,170.0,0.0,30.1,1.0,1.0,0,1,0.0,0,0.0,,,2015
20150112141969,0.0,5.0,63.0,,15084668.383532,1.0,1.0,1.0,10,46,1.0,130.0,1.0,23.0,1.0,0.0,5,1,0.0,0,,10.0,20,2015
20150112141972,0.0,3.0,68.0,,1689220.088149,1.0,1.0,1.0,0,120,0.0,262.0,0.0,39.8,1.0,,5,6,0.0,1,,,,2015
20150112141973,0.0,4.0,61.0,,3331622.201248,1.0,1.0,1.0,15,30,0.0,120.0,1.0,22.7,1.0,,3,1,0.0,0,,15.0,2,2015
20150112141979,0.0,5.0,71.0,,9121680.595236,1.0,3.0,3.0,10,80,1.0,170.0,1.0,23.7,,0.0,4,3,,1,,10.0,24,2015
20150112141980,0.0,3.0,68.0,,21548015.355866,,3.0,3.0,5,150,1.0,135.0,1.0,20.5,,0.0,5,5,,1,,5.0,12,2015
20150112141981,0.0,5.0,68.0,,4665029.921382,1.0,3.0,3.0,25,120,1.0,235.0,1.0,35.7,,0.0,5,0,,3,,25.0,"4,10",2015
20150112141983,0.0,4.0,62.0,,4152574.1655690004,1.0,1.0,1.0,40,75,1.0,138.0,1.0,25.2,1.0,0.0,2,0,0.0,3,,40.0,"3,10",2015
20150112141987,0.0,2.0,66.0,,3875533.371119,1.0,3.0,2.0,35,0,1.0,230.0,1.0,37.1,,0.0,0,1,,0,,35.0,"3,5",2015
20150112141989,1.0,5.0,66.0,2.0,11686540.46986,2.0,1.0,1.0,60,0,1.0,130.0,1.0,21.0,0.0,0.0,5,0,0.0,3,,60.0,8,2015
20150112141999,1.0,3.0,64.0,2.0,4000827.685633,2.0,1.0,1.0,0,50,0.0,98.0,0.0,16.8,1.0,,0,0,0.0,3,,,,2015
20150112142002,0.0,3.0,65.0,,6532609.088908999,2.0,1.0,1.0,-2,20,1.0,132.0,,22.0,1.0,0.0,1,0,0.0,3,,,,2015
20150112142005,0.0,3.0,66.0,,3049392.767537,1.0,3.0,3.0,10,210,0.0,147.0,1.0,23.7,,,4,3,,0,,10.0,6,2015
20150112142008,0.0,3.0,76.0,,4552077.42957,1.0,3.0,3.0,0,100,0.0,205.0,0.0,25.0,,,4,0,,3,,,,2015
20150112142009,1.0,1.0,64.0,2.0,6371827.454895,2.0,1.0,1.0,0,120,1.0,148.0,0.0,25.4,0.0,0.0,0,1,0.0,1,,,,2015
20150112142016,0.0,3.0,64.0,,8358204.472264,1.0,1.0,2.0,5,60,1.0,,1.0,,1.0,0.0,0,0,0.0,3,,5.0,8,2015
20150112142018,0.0,2.0,72.0,2.0,2482953.018083,2.0,1.0,1.0,0,40,0.0,172.0,0.0,23.3,1.0,,1,0,0.0,3,,,,2015
20150112142019,0.0,3.0,64.0,,6077252.285954,1.0,1.0,1.0,27,30,1.0,185.0,1.0,31.8,1.0,0.0,2,0,0.0,3,,27.0,"7,11",2015
20150112142021,0.0,4.0,65.0,,18186827.307322,1.0,3.0,3.0,5,65,1.0,100.0,1.0,16.6,,0.0,1,2,,0,,5.0,5,2015
20150112142026,0.0,4.0,66.0,1.0,28659870.469460998,1.0,2.0,1.0,10,45,1.0,120.0,1.0,19.4,1.0,0.0,0,6,0.0,0,,10.0,"2,6",2015
20150112142031,0.0,5.0,67.0,,7364449.517581,1.0,1.0,1.0,10,0,0.0,160.0,1.0,25.1,0.0,,0,0,0.0,3,,10.0,"2,4",2015
20150112142032,0.0,4.0,62.0,1.0,17823637.825186,2.0,1.0,1.0,0,120,1.0,105.0,0.0,19.2,1.0,0.0,0,0,0.0,3,,,,2015
20150112142033,0.0,5.0,64.0,,2339596.01756,1.0,1.0,1.0,20,120,1.0,130.0,1.0,22.3,1.0,0.0,2,2,0.0,1,,20.0,"13,19",2015
20150112142035,0.0,3.0,65.0,,8511356.946197,1.0,1.0,1.0,5,70,1.0,150.0,1.0,25.0,1.0,0.0,0,0,0.0,3,,5.0,4,2015
20150112142036,0.0,4.0,68.0,,4403243.387972,1.0,3.0,3.0,15,20,1.0,190.0,1.0,28.9,,0.0,0,2,,1,,15.0,"3,4",2015
20150112142037,0.0,3.0,64.0,,2927779.678878,1.0,3.0,2.0,0,30,1.0,160.0,0.0,27.5,,0.0,7,1,,0,,,,2015
20150112142042,0.0,2.0,62.0,2.0,1924402.751597,2.0,1.0,1.0,-2,0,0.0,130.0,,23.8,1.0,,5,1,0.0,0,,,,2015
20150112142044,0.0,3.0,63.0,,7569673.13195,1.0,1.0,2.0,0,25,0.0,165.0,0.0,29.2,1.0,,5,1,0.0,1,,,,2015
20150112142045,1.0,2.0,69.0,2.0,7270224.531912,2.0,1.0,1.0,0,60,0.0,195.0,0.0,28.8,1.0,,0,2,0.0,0,,,,2015
20150112142049,0.0,3.0,62.0,,1447001.393261,1.0,1.0,1.0,10,90,1.0,147.0,1.0,26.9,1.0,0.0,2,0,0.0,3,,10.0,15,2015
20150112142050,1.0,1.0,66.0,2.0,7461911.948478,2.0,1.0,1.0,5,60,0.0,178.0,1.0,28.7,0.0,,2,0,0.0,3,,5.0,7,2015
20150112142051,0.0,3.0,67.0,2.0,16857944.429279998,2.0,3.0,3.0,5,65,0.0,180.0,1.0,28.2,,,5,4,,1,,5.0,12,2015
20150112142057,0.0,4.0,73.0,,4319666.034533001,1.0,1.0,1.0,0,15,0.0,215.0,0.0,28.4,1.0,,3,5,0.0,1,,,,2015
20150112142059,0.0,5.0,65.0,,5901289.512047,,1.0,1.0,10,65,1.0,185.0,1.0,30.8,1.0,1.0,0,1,0.0,0,1.0,10.0,5,2015
20150112142060,0.0,5.0,75.0,,9294322.712251,1.0,3.0,3.0,5,12,0.0,195.0,1.0,24.4,,,3,0,,3,,5.0,5,2015
20150112142061,,4.0,76.0,2.0,8996024.852866,2.0,3.0,3.0,0,5,0.0,,0.0,,,,0,0,,3,,,,2015
20150112142066,0.0,4.0,62.0,,6658723.481561,1.0,1.0,1.0,60,10,1.0,120.0,1.0,21.9,1.0,0.0,3,0,0.0,3,,60.0,18,2015
20150112142067,0.0,4.0,64.0,,6571337.455367,1.0,2.0,3.0,0,120,1.0,176.0,0.0,30.2,1.0,0.0,4,0,0.0,3,,,,2015
20150112142069,0.0,3.0,64.0,,7023357.377795,2.0,1.0,1.0,45,15,1.0,160.0,1.0,27.5,1.0,0.0,4,2,0.0,0,,45.0,7,2015
20150112142071,0.0,5.0,68.0,2.0,1505662.1233889998,2.0,3.0,1.0,0,160,1.0,165.0,0.0,25.1,,1.0,0,0,,3,0.0,,,2015
20150112142074,0.0,3.0,67.0,,2883619.492988,1.0,1.0,1.0,0,75,1.0,230.0,0.0,36.0,1.0,0.0,0,1,0.0,1,,,,2015
20150112142075,0.0,2.0,72.0,,11968303.503835,1.0,3.0,3.0,10,105,1.0,230.0,1.0,31.2,,1.0,0,1,,0,1.0,10.0,9,2015
20150112142085,0.0,4.0,67.0,,14549500.591594,1.0,3.0,3.0,10,90,0.0,183.0,1.0,28.7,,,2,0,,3,,10.0,11,2015
20150112142086,0.0,4.0,71.0,,4856104.1595290005,1.0,3.0,3.0,0,95,1.0,218.0,0.0,30.4,,1.0,0,0,,3,0.0,,,2015
20150112142087,0.0,5.0,65.0,,11240403.157050999,1.0,1.0,1.0,2,138,1.0,155.0,1.0,25.8,1.0,1.0,1,1,0.0,0,1.0,2.0,6,2015
20150112142090,0.0,5.0,69.0,,14719375.33445,1.0,3.0,3.0,0,75,0.0,185.0,0.0,27.3,,,3,0,,3,,,,2015
20150112142093,0.0,3.0,66.0,2.0,4783376.401837001,2.0,3.0,3.0,10,0,1.0,187.0,1.0,30.2,,1.0,0,4,,1,0.0,10.0,2,2015
20150112142099,0.0,5.0,70.0,1.0,22372385.740943,2.0,3.0,3.0,0,30,1.0,100.0,0.0,14.3,,0.0,0,2,,0,,,,2015
20150112142100,0.0,5.0,63.0,,7370877.419944,1.0,1.0,1.0,15,30,1.0,120.0,1.0,21.3,1.0,0.0,6,0,0.0,3,,15.0,2,2015
20150112142102,0.0,5.0,60.0,,11565354.63563,1.0,1.0,2.0,25,10,0.0,118.0,1.0,23.0,1.0,,4,4,0.0,0,,25.0,"7,12",2015
20150112142104,0.0,5.0,64.0,,6461186.266644,1.0,3.0,2.0,40,150,1.0,138.0,1.0,23.7,,1.0,4,2,,0,0.0,40.0,21,2015
20150112142107,0.0,5.0,67.0,1.0,1586837.573617,2.0,1.0,1.0,10,12,1.0,150.0,1.0,23.5,1.0,1.0,3,4,0.0,1,0.0,10.0,4,2015
20150112142108,0.0,3.0,64.0,,20685435.164365,1.0,1.0,1.0,0,105,0.0,189.0,0.0,32.4,1.0,,0,0,0.0,3,,,,2015
20150112142109,0.0,2.0,68.0,,5645610.135351,1.0,1.0,1.0,15,46,0.0,180.0,1.0,27.4,1.0,,0,3,0.0,1,,15.0,21,2015
20150112142114,0.0,2.0,62.0,,3364634.31963,1.0,1.0,1.0,0,85,1.0,160.0,0.0,29.3,1.0,0.0,0,3,0.0,1,,,,2015
20150112142115,0.0,5.0,69.0,,2804119.620096,1.0,1.0,1.0,10,180,0.0,,1.0,,1.0,,7,2,0.0,1,,10.0,"9,10",2015
20150112142121,0.0,4.0,65.0,,6102677.538765,1.0,1.0,1.0,10,165,0.0,135.0,1.0,22.5,1.0,,2,1,0.0,0,,10.0,14,2015
20150112142122,1.0,2.0,,2.0,16755393.260488,2.0,2.0,3.0,40,90,1.0,,1.0,,1.0,1.0,0,0,0.0,3,0.0,40.0,"2,5",2015
20150112142123,0.0,4.0,71.0,,6736158.179328,1.0,1.0,1.0,0,145,1.0,179.0,0.0,25.0,1.0,1.0,0,3,0.0,0,1.0,,,2015
20150112142131,0.0,2.0,74.0,,12688575.110061,1.0,1.0,1.0,5,20,0.0,270.0,1.0,34.7,1.0,,5,3,0.0,0,,5.0,5,2015
20150112142133,0.0,3.0,62.0,,10610550.475653,1.0,1.0,2.0,5,60,1.0,165.0,1.0,30.2,1.0,1.0,0,1,0.0,0,0.0,5.0,7,2015
20150112142135,0.0,4.0,66.0,1.0,1594751.102458,2.0,1.0,1.0,0,15,1.0,230.0,0.0,37.1,1.0,0.0,7,0,0.0,3,,,,2015
20150112142136,0.0,2.0,74.0,1.0,5796366.848883,1.0,3.0,3.0,0,25,0.0,305.0,0.0,39.2,,,0,0,,3,,,,2015
20150112142141,0.0,4.0,73.0,,3258841.351446,1.0,1.0,1.0,15,85,1.0,190.0,1.0,25.1,1.0,0.0,6,1,0.0,0,,15.0,12,2015
20150112142143,0.0,3.0,62.0,,8169077.915752,1.0,1.0,1.0,15,50,1.0,185.0,1.0,33.8,1.0,0.0,0,0,0.0,3,,15.0,16,2015
20150112142144,1.0,2.0,64.0,2.0,4370857.3843330005,2.0,1.0,1.0,20,165,1.0,165.0,1.0,28.3,1.0,0.0,0,0,0.0,3,,20.0,5,2015
20150112142147,0.0,3.0,62.0,1.0,4286823.632465,2.0,1.0,1.0,5,100,0.0,165.0,1.0,30.2,1.0,,0,1,0.0,0,,5.0,23,2015
20150112142156,0.0,4.0,68.0,,8003439.8561619995,,2.0,1.0,1,35,1.0,260.0,1.0,39.5,1.0,1.0,4,3,0.0,1,0.0,1.0,4,2015
20150112142157,0.0,4.0,63.0,,4672396.940638,1.0,1.0,1.0,15,90,1.0,175.0,1.0,31.0,1.0,0.0,2,1,0.0,0,,15.0,"5,11",2015
20150112142166,0.0,3.0,66.0,,8106327.838389,1.0,1.0,1.0,30,75,1.0,210.0,1.0,33.9,1.0,1.0,10,3,0.0,0,0.0,30.0,4,2015
20150112142167,0.0,3.0,66.0,1.0,16386727.881684,2.0,1.0,2.0,0,65,0.0,132.0,0.0,21.3,1.0,,0,0,0.0,3,,,,2015
20150112142174,0.0,5.0,64.0,,4567260.790926999,1.0,1.0,1.0,5,90,1.0,,1.0,,0.0,1.0,3,0,0.0,3,0.0,5.0,6,2015
20150112142178,0.0,3.0,61.0,1.0,7329619.037253999,2.0,1.0,1.0,60,45,1.0,134.0,1.0,25.3,0.0,1.0,0,0,0.0,3,0.0,60.0,"16,25",2015
20150112142184,0.0,2.0,63.0,,3021486.7908779997,1.0,1.0,1.0,5,50,0.0,180.0,1.0,31.9,1.0,,0,3,0.0,0,,5.0,12,2015
20150112142186,0.0,3.0,72.0,,9140223.856773,1.0,2.0,1.0,3,35,1.0,214.0,1.0,29.0,1.0,0.0,1,2,0.0,0,,3.0,8,2015
20150112142189,0.0,4.0,73.0,,7329630.595289,1.0,1.0,1.0,5,115,0.0,145.0,1.0,19.1,0.0,,7,0,1.0,3,,5.0,9,2015
20150112142192,0.0,4.0,67.0,,14707662.277714001,1.0,1.0,1.0,20,30,0.0,,1.0,,1.0,,3,0,0.0,3,,20.0,11,2015
20150112142193,0.0,4.0,74.0,,8465007.450228998,1.0,2.0,2.0,0,100,0.0,195.0,0.0,25.0,1.0,,1,0,0.0,3,,,,2015
20150112142195,0.0,4.0,64.0,1.0,27213225.743156,2.0,2.0,2.0,28,0,1.0,117.0,1.0,20.1,0.0,0.0,0,0,0.0,3,,28.0,"3,7,11,15",2015
20150112142197,0.0,4.0,69.0,,7954907.461511999,1.0,2.0,2.0,30,30,1.0,180.0,1.0,26.6,1.0,1.0,4,0,0.0,3,0.0,30.0,"3,4,5",2015
20150112142206,1.0,3.0,64.0,2.0,7661498.552758,2.0,3.0,1.0,10,30,1.0,135.0,1.0,23.2,,0.0,0,0,,3,,10.0,11,2015
20150112142209,0.0,3.0,67.0,2.0,2388773.3183810003,2.0,1.0,1.0,0,55,1.0,,0.0,,1.0,1.0,2,0,0.0,3,1.0,,,2015
20150112142216,0.0,5.0,67.0,,3375679.4970299997,1.0,2.0,2.0,0,90,1.0,130.0,0.0,20.4,1.0,0.0,5,1,0.0,0,,,,2015
20150112142219,0.0,5.0,72.0,,8875388.601741001,1.0,2.0,2.0,20,50,1.0,175.0,1.0,23.7,1.0,0.0,0,1,0.0,1,,20.0,9,2015
20150112142220,0.0,3.0,67.0,,5873013.313517,1.0,2.0,2.0,5,30,1.0,183.0,1.0,28.7,1.0,1.0,0,1,0.0,0,1.0,5.0,7,2015
20150112142221,0.0,4.0,66.0,,2452619.175286,1.0,3.0,2.0,5,40,0.0,170.0,1.0,27.4,,,5,0,,3,,5.0,9,2015
20150112142222,0.0,3.0,70.0,,11443720.317357,1.0,3.0,3.0,0,90,0.0,195.0,0.0,28.0,,,0,2,,1,,,,2015
20150112142224,0.0,5.0,70.0,,14292872.85067,1.0,3.0,2.0,20,0,1.0,150.0,1.0,21.5,,0.0,1,0,,3,,20.0,9,2015
20150112142225,0.0,3.0,66.0,2.0,2427995.709168,2.0,1.0,1.0,0,100,1.0,150.0,0.0,24.2,1.0,0.0,0,1,0.0,0,,,,2015
20150112142231,0.0,4.0,62.0,,2942682.710206,1.0,1.0,1.0,20,60,1.0,145.0,1.0,26.5,1.0,0.0,2,2,0.0,0,,20.0,"11,13",2015
20150112142235,0.0,4.0,67.0,,9442413.430134,1.0,1.0,1.0,0,30,0.0,140.0,0.0,21.9,1.0,,4,0,0.0,3,,,,2015
20150112142237,1.0,3.0,,,3436909.2651029998,1.0,1.0,1.0,3,25,1.0,,1.0,,1.0,0.0,0,5,0.0,0,,3.0,6,2015
20150112142239,0.0,2.0,65.0,,8763111.489397,1.0,1.0,1.0,30,26,1.0,165.0,1.0,27.5,1.0,0.0,0,1,0.0,0,,30.0,14,2015
20150112142240,0.0,2.0,75.0,,1831409.059225,1.0,1.0,1.0,15,50,1.0,280.0,1.0,35.0,1.0,1.0,0,3,0.0,0,1.0,15.0,9,2015
20150112142243,0.0,4.0,66.0,1.0,3756391.1879849997,2.0,1.0,1.0,5,45,0.0,123.0,1.0,19.9,1.0,,5,2,0.0,1,,5.0,5,2015
20150112142249,0.0,4.0,65.0,2.0,6942356.931119001,2.0,3.0,3.0,0,55,0.0,145.0,0.0,24.1,,,0,0,,3,,,,2015
20150112142254,0.0,4.0,69.0,2.0,5199890.099082,2.0,1.0,1.0,10,45,0.0,279.0,1.0,41.2,1.0,,5,0,0.0,3,,10.0,7,2015
20150112142261,0.0,2.0,63.0,,2517189.538107,1.0,1.0,1.0,30,90,1.0,210.0,1.0,37.2,1.0,0.0,0,3,0.0,0,,30.0,11,2015
20150112142262,0.0,4.0,63.0,,1976161.3741930001,1.0,1.0,1.0,0,50,1.0,155.0,0.0,27.5,1.0,1.0,0,2,0.0,1,0.0,,,2015
20150112142264,0.0,3.0,70.0,,3502548.3927550004,1.0,3.0,2.0,5,70,1.0,205.0,1.0,29.4,,0.0,2,2,,0,,5.0,10,2015
20150112142265,0.0,2.0,63.0,,2749456.072702,2.0,1.0,1.0,10,0,1.0,178.0,1.0,31.5,1.0,1.0,0,0,0.0,3,0.0,10.0,15,2015
20150112142268,0.0,2.0,70.0,,5418199.653992,2.0,1.0,1.0,15,45,1.0,190.0,1.0,27.3,1.0,0.0,0,2,0.0,1,,15.0,19,2015
20150112142269,0.0,4.0,68.0,,38212993.197363004,1.0,3.0,3.0,15,25,1.0,150.0,1.0,22.8,,0.0,2,0,,3,,15.0,12,2015
20150112142275,0.0,3.0,60.0,2.0,2430741.079315,2.0,1.0,1.0,10,40,1.0,230.0,1.0,44.9,1.0,1.0,4,3,0.0,0,0.0,10.0,"5,7",2015
20150112142279,1.0,4.0,73.0,,4629500.624167,1.0,1.0,3.0,0,80,0.0,220.0,0.0,29.0,0.0,,7,0,0.0,3,,,,2015
20150112142280,0.0,3.0,66.0,,3043493.284643,1.0,1.0,1.0,5,50,1.0,150.0,1.0,24.2,1.0,0.0,21,0,0.0,3,,5.0,10,2015
20150112142281,1.0,5.0,62.0,,3256209.5096529997,1.0,1.0,1.0,0,220,0.0,127.0,0.0,23.2,1.0,,0,0,0.0,0,,,,2015
20150112142284,0.0,2.0,66.0,1.0,4093980.6861870005,2.0,1.0,1.0,0,85,1.0,225.0,0.0,36.3,1.0,0.0,2,5,0.0,1,,,,2015
20150112142289,0.0,3.0,64.0,2.0,4759686.5884529995,2.0,1.0,1.0,5,20,0.0,236.0,1.0,40.5,1.0,,0,2,0.0,1,,5.0,16,2015
20150112142291,1.0,2.0,65.0,2.0,3901506.586819,2.0,1.0,1.0,0,92,1.0,181.0,0.0,30.1,1.0,0.0,3,0,0.0,3,,,,2015
20150112142295,0.0,3.0,64.0,2.0,11084407.737042999,2.0,3.0,3.0,0,120,1.0,210.0,0.0,36.0,,0.0,0,0,,3,,,,2015
20150112142296,0.0,5.0,61.0,2.0,5537896.451184,2.0,2.0,2.0,10,35,1.0,170.0,1.0,32.1,1.0,1.0,0,0,0.0,3,0.0,10.0,10,2015
20150112142297,0.0,5.0,68.0,,12714804.110722,1.0,3.0,3.0,5,69,0.0,130.0,1.0,19.8,,,8,2,,0,,5.0,7,2015
20150112142301,0.0,4.0,66.0,,3639939.9819019996,1.0,1.0,1.0,2,60,0.0,153.0,1.0,24.7,0.0,,4,5,0.0,1,,2.0,9,2015
20150112142303,0.0,4.0,67.0,,2693058.073163,1.0,1.0,1.0,15,15,1.0,200.0,1.0,31.3,1.0,0.0,3,2,0.0,1,,15.0,17,2015
20150112142306,0.0,3.0,71.0,,36535585.110646,,1.0,3.0,0,55,0.0,235.0,0.0,32.8,1.0,,7,0,0.0,3,,,,2015
20150112142307,0.0,4.0,67.0,,3219124.274551,,1.0,1.0,0,115,1.0,165.0,0.0,25.8,1.0,0.0,0,0,0.0,3,,,,2015
20150112142308,1.0,2.0,66.0,2.0,14929922.451066,2.0,3.0,3.0,5,15,0.0,190.0,1.0,30.7,,,0,0,,3,,5.0,7,2015
20150112142309,0.0,5.0,67.0,2.0,3461871.38074,2.0,3.0,1.0,10,0,0.0,170.0,1.0,26.6,,,0,1,,0,,10.0,"5,20",2015
20150112142310,0.0,4.0,68.0,,11127567.21444,1.0,3.0,3.0,0,35,0.0,198.0,0.0,30.1,,,0,14,,0,,,,2015
20150112142315,0.0,3.0,71.0,,3983932.935059,1.0,1.0,1.0,0,20,0.0,225.0,0.0,31.4,1.0,,4,1,0.0,0,,,,2015
20150112142316,0.0,4.0,68.0,,6908986.93674,1.0,1.0,1.0,30,30,1.0,200.0,1.0,30.4,1.0,0.0,3,4,0.0,0,,30.0,"8,11",2015
20150112142322,0.0,4.0,70.0,,4864428.048845,1.0,3.0,3.0,0,110,0.0,250.0,0.0,35.9,,,5,2,,1,,,,2015
20150112142328,1.0,2.0,68.0,2.0,5911440.573001999,2.0,3.0,2.0,0,75,0.0,190.0,0.0,28.9,,,0,0,,3,,,,2015
20150112142329,,,,,4087192.1007120004,,,1.0,0,150,0.0,,0.0,,,,0,0,,3,,,,2015
20150112142331,1.0,3.0,67.0,2.0,9726807.717215,2.0,1.0,1.0,0,60,1.0,235.0,0.0,36.8,1.0,1.0,0,5,0.0,0,0.0,,,2015
20150112142332,0.0,3.0,,,11212012.407632,2.0,3.0,1.0,0,135,0.0,180.0,0.0,,,,0,0,,3,,,,2015
20150112142337,0.0,4.0,65.0,,6518473.580311,1.0,1.0,3.0,40,0,1.0,230.0,1.0,38.3,1.0,0.0,3,2,0.0,1,,40.0,9,2015
20150112142339,0.0,5.0,65.0,,6745458.694635,1.0,2.0,3.0,0,30,1.0,,0.0,,0.0,0.0,3,2,0.0,0,,,,2015
20150112142340,0.0,4.0,65.0,2.0,3249755.149984,2.0,1.0,1.0,0,85,0.0,161.0,0.0,26.8,1.0,,14,0,0.0,3,,,,2015
20150112142341,0.0,3.0,67.0,2.0,12064417.023323,2.0,1.0,1.0,15,10,1.0,240.0,1.0,37.6,0.0,0.0,7,0,0.0,3,,15.0,7,2015
20150112142342,0.0,2.0,66.0,1.0,5315317.938072,2.0,3.0,3.0,10,30,1.0,215.0,1.0,34.7,,0.0,0,1,,0,,10.0,6,2015
20150112142352,0.0,5.0,68.0,,3120401.543497,1.0,1.0,1.0,6,80,1.0,147.0,1.0,22.3,0.0,0.0,9,0,0.0,3,,6.0,"18,26",2015
20150112142353,0.0,5.0,72.0,,2192307.7748740003,1.0,1.0,1.0,25,0,1.0,185.0,1.0,25.1,0.0,0.0,3,0,0.0,3,,25.0,"6,8,15",2015
20150112142354,0.0,3.0,69.0,,8209501.968756,1.0,3.0,3.0,30,30,1.0,180.0,1.0,26.6,,1.0,0,0,,3,0.0,30.0,7,2015
20150112142359,0.0,1.0,71.0,1.0,1546421.601042,2.0,1.0,1.0,0,120,0.0,300.0,0.0,41.8,1.0,,5,3,0.0,1,,,,2015
20150112142363,1.0,2.0,66.0,,10660357.175856,2.0,1.0,1.0,20,30,0.0,210.0,1.0,33.9,1.0,,0,0,0.0,3,,20.0,2,2015
20150112142368,0.0,3.0,68.0,,6798409.127999,1.0,3.0,2.0,2,60,1.0,200.0,1.0,30.4,,1.0,0,3,,0,0.0,2.0,3,2015
20150112142369,0.0,4.0,61.0,,2409705.150829,1.0,1.0,1.0,0,90,1.0,140.0,0.0,26.4,1.0,0.0,4,2,0.0,0,,,,2015
20150112142370,0.0,4.0,63.0,,5528035.894459,1.0,1.0,1.0,2,15,1.0,187.0,1.0,33.1,1.0,0.0,0,2,0.0,0,,2.0,3,2015
20150112142373,0.0,4.0,69.0,,8636929.989446001,2.0,1.0,2.0,15,15,1.0,190.0,1.0,28.1,1.0,0.0,2,4,0.0,0,,15.0,12,2015
20150112142381,0.0,3.0,69.0,,13671636.931187,1.0,1.0,1.0,35,0,1.0,320.0,1.0,47.3,1.0,1.0,2,3,0.0,1,0.0,35.0,"6,8",2015
20150112142383,1.0,2.0,62.0,2.0,4685625.930153,2.0,1.0,1.0,0,105,1.0,115.0,0.0,21.0,1.0,1.0,0,0,0.0,3,0.0,,,2015
20150112142386,0.0,3.0,72.0,,12784874.649586,1.0,2.0,1.0,15,60,1.0,260.0,1.0,35.3,1.0,1.0,0,0,0.0,3,0.0,15.0,6,2015
20150112142387,0.0,5.0,65.0,2.0,3619158.3301120005,2.0,1.0,1.0,5,90,0.0,110.0,1.0,18.3,1.0,,0,0,0.0,3,,5.0,16,2015
20150112142390,0.0,2.0,71.0,2.0,8785686.704122,2.0,1.0,1.0,30,15,1.0,340.0,1.0,47.4,1.0,1.0,0,0,0.0,3,0.0,30.0,4,2015
20150112142401,0.0,4.0,72.0,,4560702.047668,1.0,1.0,1.0,30,50,1.0,200.0,1.0,27.1,1.0,1.0,0,2,0.0,0,0.0,30.0,"5,9",2015
20150112142403,0.0,4.0,71.0,,6948475.351916,1.0,3.0,3.0,0,100,0.0,180.0,0.0,25.1,,,0,3,,0,,,,2015
20150112142408,1.0,2.0,62.0,2.0,12034389.203228999,2.0,1.0,1.0,0,95,1.0,230.0,0.0,42.1,1.0,1.0,7,1,0.0,1,0.0,,,2015
20150112142411,0.0,3.0,72.0,,1912070.2475240002,1.0,1.0,1.0,10,0,1.0,215.0,1.0,29.2,0.0,0.0,0,3,0.0,1,,10.0,9,2015
20150112142415,1.0,2.0,58.0,2.0,2104623.359216,2.0,1.0,1.0,55,30,1.0,117.0,1.0,24.5,1.0,1.0,7,0,0.0,3,1.0,55.0,"21,27,31",2015
20150112142419,0.0,5.0,70.0,,7446722.26507,1.0,1.0,1.0,0,165,1.0,140.0,0.0,20.1,0.0,0.0,7,4,0.0,0,,,,2015
20150112142424,0.0,5.0,65.0,2.0,1171839.32976,2.0,1.0,1.0,0,165,1.0,135.0,0.0,22.5,1.0,0.0,2,1,0.0,1,,,,2015
20150112142425,0.0,3.0,65.0,2.0,10057145.65982,2.0,1.0,1.0,0,55,1.0,160.0,0.0,26.6,1.0,0.0,0,1,0.0,0,,,,2015
20150112142427,,4.0,73.0,,4486688.003915,1.0,3.0,3.0,0,110,0.0,165.0,0.0,21.8,,,4,0,,3,,,,2015
20150112142428,0.0,5.0,69.0,,4266333.500369,1.0,1.0,1.0,30,30,1.0,153.0,1.0,22.6,1.0,0.0,7,0,0.0,3,,30.0,6,2015
20150112142430,0.0,3.0,64.0,1.0,4334689.664814,,1.0,1.0,5,50,1.0,,1.0,,1.0,1.0,0,1,0.0,0,1.0,5.0,12,2015
20150112142434,0.0,4.0,60.0,,5089495.530375,1.0,1.0,1.0,10,95,1.0,160.0,1.0,31.2,1.0,0.0,3,3,0.0,0,,10.0,23,2015
20150112142435,0.0,4.0,70.0,,6403106.420781,1.0,3.0,3.0,5,0,0.0,195.0,1.0,28.0,,,2,0,,3,,5.0,4,2015
20150112142438,0.0,5.0,73.0,,5845728.190068,1.0,2.0,3.0,345,20,1.0,236.0,1.0,31.1,0.0,0.0,5,1,0.0,0,,345.0,"7,12",2015
20150112142440,0.0,4.0,67.0,,5102012.39783,1.0,3.0,1.0,50,0,1.0,135.0,1.0,21.1,,1.0,3,4,,0,0.0,50.0,"1,12,14",2015
20150112142446,0.0,5.0,71.0,,5598441.6529870005,1.0,3.0,3.0,0,75,0.0,226.0,0.0,31.5,,,2,0,,3,,,,2015
20150112142447,0.0,4.0,63.0,,5203021.126809,1.0,1.0,1.0,5,90,0.0,175.0,1.0,31.0,1.0,,2,0,0.0,3,,5.0,20,2015
