TUCASEID,TULINENO,EUFSP,EUGENHTH,EUHGT,EUINCOME2,ETWGT,ETHGT,EUINCLVL,EUFINLWGT,ERSPEMCH,ERC19NUM,EXINCOME1,ERINCOME,EEINCOME1,EUPRPMEL,EUGROSHP,ERTSEAT,ERTSDRK,ERTPREAT,EUDRINK,EUWGT,EUEAT,ERHHCH,ERBMI,EXSCLBRK,EESCLBRK,EXSCLLCH,EESCLLCH,ERPLWC,ERPBWC,EREATAD,ERDRKAD
20070101070515,1,2,3,71,-1,0,0,2, 10675563.525705,5,2,0,1,1,2,2,30,0,59,2,215,1,3,30,0,1,0,1,1,0.5,2,2
20070101070534,1,2,2,66,1,0,0,2, 16134796.208393,3,0,0,3,2,1,1,10,30,60,1,165,1,3,26.6,-1,-1,-1,-1,-1,-1,2,2
20070101070557,1,2,3,72,1,0,0,2,  9820187.074267,-1,0,0,3,2,2,1,0,0,60,2,250,2,3,33.9,-1,-1,-1,-1,-1,-1,2,2
20070101070584,1,2,1,67,1,0,0,2,  1083901.587195,-1,0,3,-1,-3,1,1,0,0,60,2,125,2,3,19.6,-1,-1,-1,-1,-1,-1,2,2
20070101070587,1,1,1,63,2,0,0,2,  2546565.884569,-1,1,0,5,2,1,1,2,50,60,1,115,1,3,20.4,0,2,0,1,1,0,2,2
20070101070594,1,2,4,64,-1,0,0,2,  1235784.931578,-1,0,0,1,1,1,1,0,0,19,2,280,2,3,48.1,-1,-1,-1,-1,-1,-1,2,2
20070101070597,1,2,3,64,1,0,0,2,  1094609.648972,-1,0,0,3,2,1,2,30,0,60,2,168,1,3,28.8,-1,-1,-1,-1,-1,-1,2,2
20070101070599,1,2,2,60,-1,0,0,2,  3950269.602959,5,2,0,1,1,3,1,10,240,50,1,120,1,3,23.4,0,2,0,1,0.5,0,2,2
20070101070600,1,2,3,65,-1,0,0,2,  2348144.079684,5,2,0,1,1,1,1,5,5,50,1,280,1,3,46.6,0,2,0,2,0,0,2,2
20070101070602,1,2,1,64,-1,0,0,2,  7836470.758744,-1,0,0,1,1,3,3,55,95,50,1,153,1,3,26.3,-1,-1,-1,-1,-1,-1,2,2
20070101070610,1,2,2,-2,-1,0,-1,2, 10176580.896746,5,0,0,1,1,1,1,25,10,90,1,105,1,3,-1,-1,-1,-1,-1,-1,-1,2,2
20070101070614,1,2,1,66,-1,0,0,2, 15101833.711921,1,0,0,1,1,3,3,15,0,90,2,150,1,3,24.2,-1,-1,-1,-1,-1,-1,2,2
20070101070630,1,2,3,63,-1,0,0,2,  6528742.632006,-1,0,0,1,1,1,1,20,105,40,1,262,1,3,46.4,-1,-1,-1,-1,-1,-1,2,2
20070101070673,1,2,1,68,-1,0,0,2,  5249830.151383,-1,0,0,1,1,2,2,15,0,90,2,170,1,3,25.8,-1,-1,-1,-1,-1,-1,2,2
20070101070683,1,2,2,67,-1,0,0,2,  2419449.034291,-1,0,0,1,1,1,1,20,0,40,2,138,1,3,21.6,-1,-1,-1,-1,-1,-1,2,2
20070101070684,1,-2,4,71,-2,0,0,2, 12862069.268850,-1,3,2,-1,-2,2,2,5,0,60,2,200,1,3,27.9,0,1,0,1,1,0.333,2,2
20070101070700,1,2,2,64,-1,0,0,2,  3022654.881288,5,1,0,1,1,1,1,5,15,70,1,170,1,3,29.2,0,2,0,1,1,0,2,2
20070101070703,1,2,2,67,-1,0,0,2,  9461585.437144,5,3,0,1,1,1,1,20,0,45,2,179,1,3,28,0,2,0,1,1,0,2,2
20070101070704,1,2,1,60,2,0,0,2,  5883263.485416,5,1,0,5,2,1,1,10,5,50,1,115,1,3,22.5,0,2,0,2,0,0,2,2
20070101070716,1,2,3,69,-1,1,0,2,  6364621.315872,3,0,0,1,1,2,2,15,15,125,1,330,1,3,48.7,-1,-1,-1,-1,-1,-1,2,2
20070101070719,1,2,3,71,-1,0,0,2,  3682669.279415,5,1,0,1,1,2,3,0,0,70,2,220,2,3,30.7,0,2,0,2,0,0,2,2
20070101070727,1,2,3,61,-1,0,0,2,  3377413.752464,5,1,0,1,1,2,3,0,0,120,2,148,2,3,28,0,2,0,2,0,0,2,2
20070101070731,1,2,2,69,-1,0,0,2, 24191620.747635,-1,1,0,1,1,2,2,10,12,82,1,232,1,3,34.3,-1,-2,0,1,1,-1,2,2
20070101070756,1,2,2,68,1,0,0,2,  9520080.502319,5,1,0,3,2,1,1,0,0,65,2,250,2,3,38,0,2,0,2,0,0,2,2
20070101070764,1,2,3,68,2,0,0,2,  3180640.927627,-1,0,0,5,2,1,1,75,0,45,2,148,1,3,22.5,-1,-1,-1,-1,-1,-1,2,2
20070101070765,1,1,2,63,2,0,0,2,  9008219.104784,-1,3,0,5,2,2,3,20,60,75,1,170,1,3,30.1,0,1,0,1,0.667,0.333,2,2
20070101070784,1,2,2,70,-1,0,0,2,  4563084.963568,5,3,0,1,1,3,3,5,0,5,2,240,1,3,34.4,0,2,0,2,0,0,2,2
20070101070819,1,2,3,71,-1,0,0,2,  5990364.243760,2,1,0,1,1,2,1,0,0,80,2,215,2,3,30,0,2,0,1,1,0,2,2
20070101070824,1,2,2,60,-1,0,0,2,  3107944.339079,5,0,0,1,1,1,1,0,0,140,2,119,2,3,23.2,-1,-1,-1,-1,-1,-1,2,2
20070101070835,1,2,1,71,-1,0,0,2,  7174660.178576,-1,0,0,1,1,1,1,5,20,40,1,175,1,3,24.4,-1,-1,-1,-1,-1,-1,2,2
20070101070841,1,2,2,67,-1,0,0,2,  3036954.147943,5,4,0,1,1,1,1,10,0,140,2,170,1,3,26.6,0,2,0,1,0.25,0,2,2
20070101070845,1,2,2,62,-1,0,0,2,  5587322.397541,5,2,0,1,1,1,1,6,45,40,1,115,1,3,21,0,2,0,2,0,0,2,2
20070101070847,1,2,4,66,2,0,0,2,  1323169.087938,-1,0,0,5,2,1,2,0,0,90,2,240,2,3,38.7,-1,-1,-1,-1,-1,-1,2,2
20070101070851,1,2,3,77,1,0,0,2, 10730507.149949,-1,2,75,1,1,2,2,10,120,60,1,260,1,2,30.8,0,2,0,1,1,0,2,2
20070101070853,1,2,3,68,-1,0,0,2,  5105664.178204,5,2,0,1,1,2,2,15,45,0,1,175,1,3,26.6,0,2,0,1,1,0,2,2
20070101070861,1,2,1,74,-1,0,0,2,  5958038.828432,-1,0,0,1,1,1,1,20,480,120,1,240,1,3,30.8,-1,-1,-1,-1,-1,-1,2,2
20070101070878,1,2,2,72,-1,0,0,2, 13475277.441920,1,1,0,1,1,3,3,60,60,35,1,220,1,3,29.8,0,2,0,2,0,0,2,2
20070101070899,1,2,2,67,-1,0,0,2,  1421817.228953,-1,1,0,1,1,1,1,0,0,65,2,133,2,3,20.8,0,2,0,2,0,0,2,2
20070101070903,1,2,2,65,-1,0,0,2,  1749430.594393,-1,0,0,1,1,1,1,0,0,30,2,175,2,3,29.1,-1,-1,-1,-1,-1,-1,2,2
20070101070904,1,2,2,66,-1,0,0,2,  5311155.182409,5,0,0,1,1,2,2,0,0,179,2,150,2,3,24.2,-1,-1,-1,-1,-1,-1,2,2
20070101070917,1,2,3,58,-1,0,0,2,  1743391.389915,-1,0,0,1,1,1,1,30,10,30,1,135,1,3,28.2,-1,-1,-1,-1,-1,-1,2,2
20070101070926,1,2,4,68,-1,0,0,2,  1193590.562221,5,0,0,1,1,2,2,0,0,85,2,170,2,3,25.8,-1,-1,-1,-1,-1,-1,2,2
20070101070927,1,2,1,67,-1,0,0,2,  2886435.862874,5,0,0,1,1,2,1,0,0,75,2,175,2,3,27.4,-1,-1,-1,-1,-1,-1,2,2
20070101070936,1,1,5,63,2,0,0,2,  2453032.034484,5,1,0,5,2,1,1,0,0,30,2,225,2,3,39.9,0,1,0,1,1,1,2,2
20070101070951,1,2,2,64,-1,0,0,2,  9934499.778679,-1,0,0,1,1,1,1,0,0,90,2,135,2,2,23.2,-1,-1,-1,-1,-1,-1,2,2
20070101070955,1,2,4,70,2,0,0,2,  6094737.561711,5,2,0,5,2,2,2,10,0,20,2,165,1,3,23.7,0,2,0,2,0,0,2,2
20070101070958,1,2,3,69,-1,0,0,2, 23568898.357913,-1,0,0,1,1,1,1,3,119,110,1,185,1,3,27.3,-1,-1,-1,-1,-1,-1,2,2
20070101070967,1,2,1,71,-1,0,0,2, 15353529.996961,5,2,0,1,1,2,2,0,0,90,2,200,2,1,27.9,0,2,0,2,0,0,2,2
20070101070968,1,2,3,64,-1,0,0,2,  3976393.719280,-1,0,0,1,1,1,1,15,-2,15,-2,150,1,3,25.7,-1,-1,-1,-1,-1,-1,2,2
20070101070971,1,2,4,72,-3,0,0,2,  7257648.969774,-1,0,3,-1,-3,2,2,0,0,30,2,150,2,3,20.3,-1,-1,-1,-1,-1,-1,2,2
20070101070984,1,2,3,71,-1,0,0,2,  5192127.550528,5,1,0,1,1,2,2,0,0,60,2,200,2,3,27.9,0,2,0,1,1,0,2,2
20070101070987,1,2,3,72,-1,0,0,2,  1114324.033770,-1,0,0,1,1,1,1,0,0,60,2,270,2,3,36.6,-1,-1,-1,-1,-1,-1,2,2
20070101070993,1,1,2,68,-1,0,0,2,  6220275.899540,-1,0,0,1,1,1,1,0,0,75,2,160,2,3,24.3,-1,-1,-1,-1,-1,-1,2,2
20070101070995,1,1,5,73,2,0,0,2,  4204118.082985,-1,0,0,5,2,1,2,0,0,5,2,174,2,3,23,-1,-1,-1,-1,-1,-1,2,2
20070101070999,1,2,5,62,2,0,0,2,  1596409.641780,-1,0,0,5,2,1,1,0,0,90,2,149,2,1,27.2,-1,-1,-1,-1,-1,-1,2,2
20070101071000,1,2,3,68,-1,0,0,2, 13733844.983821,-1,0,0,1,1,1,1,20,15,85,1,180,1,3,27.4,-1,-1,-1,-1,-1,-1,2,2
20070101071004,1,2,2,74,-1,0,0,2, 20823247.729922,-1,0,0,1,1,1,1,0,0,60,2,215,2,3,27.6,-1,-1,-1,-1,-1,-1,2,2
20070101071009,1,2,2,64,-1,0,0,2,  2244720.793589,5,2,0,1,1,1,1,0,0,80,2,115,2,3,19.7,0,2,0,1,1,0,2,2
20070101071010,1,2,2,72,-1,0,0,2,  5893286.790888,5,2,0,1,1,3,1,0,0,50,2,170,2,3,23.1,0,2,0,1,0.5,0,2,2
20070101071020,1,2,3,65,-1,0,0,2,  1158501.219923,-1,1,0,1,1,1,1,0,0,120,2,230,2,1,38.3,0,1,0,1,1,1,2,2
20070101071031,1,2,2,70,-1,0,0,2,  2445024.525896,-1,0,0,1,1,1,1,0,0,30,2,180,2,3,25.8,-1,-1,-1,-1,-1,-1,2,2
20070101071036,1,2,2,65,-1,0,0,2,  2317865.652314,5,2,0,1,1,1,1,10,5,75,1,135,1,3,22.5,0,2,0,1,0.5,0,2,2
20070101071037,1,2,3,61,-1,0,0,2,  2802855.034249,5,3,0,1,1,1,1,0,0,95,2,174,2,3,32.9,0,2,0,1,1,0,2,2
20070101071054,1,2,3,64,1,-1,0,2,  3028398.340401,5,2,0,3,2,1,1,0,0,90,2,-2,2,3,-1,0,2,0,2,0,0,2,2
20070101071056,1,2,4,-3,-3,-1,-1,2,  5231998.359511,-1,0,3,-1,-3,1,1,0,0,60,2,-3,2,3,-1,-1,-1,-1,-1,-1,-1,2,2
20070101071060,1,2,2,67,-1,0,0,2,  1624588.760871,5,2,0,1,1,3,3,1,0,40,2,172,1,3,26.9,0,2,0,1,0.5,0,2,2
20070101071067,1,2,1,64,-1,0,0,2, 12721261.783363,5,0,0,1,1,1,1,0,0,150,2,160,2,3,27.5,-1,-1,-1,-1,-1,-1,2,2
20070101071080,1,2,4,69,-1,0,0,2,  4609524.520283,5,3,0,1,1,2,2,0,0,25,2,215,2,3,31.7,0,2,0,1,0.333,0,2,2
20070101071081,1,2,2,70,-1,0,0,2,  4535540.024970,5,0,0,1,1,3,3,45,45,60,1,193,1,3,27.7,-1,-1,-1,-1,-1,-1,2,2
20070101071087,1,2,2,60,-1,-1,0,2,  5131514.766302,5,1,0,1,1,1,1,0,0,70,2,-5,2,3,-1,0,2,0,2,0,0,2,2
20070101071088,1,2,3,68,2,0,0,2,  7479429.305329,1,1,0,5,2,1,1,0,0,75,2,120,2,3,18.2,0,2,0,2,0,0,2,2
20070101071094,1,2,1,64,-1,0,0,2,  4156114.282018,-1,0,0,1,1,1,1,30,1,65,1,145,1,3,24.9,-1,-1,-1,-1,-1,-1,2,2
20070101071096,1,2,5,68,-1,0,0,2,  2307866.961592,-1,0,0,1,1,1,1,0,0,135,2,145,2,3,22,-1,-1,-1,-1,-1,-1,2,2
20070101071101,1,2,3,67,-1,-1,0,2, 14190495.462524,5,0,0,1,1,1,1,25,375,60,1,-2,1,3,-1,-1,-1,-1,-1,-1,-1,2,2
20070101071123,1,2,3,64,1,0,0,2,   918026.256692,-1,2,0,3,2,1,1,0,0,50,2,210,2,3,36,0,2,0,1,0.5,0,2,2
20070101071140,1,2,3,66,-1,0,0,2,  3362710.051843,-1,2,0,1,1,1,1,13,3,65,1,150,1,3,24.2,0,2,0,1,1,0,2,2
20070101071147,1,2,3,61,2,0,0,2, 21775859.289182,-1,7,0,5,2,3,1,0,0,90,2,129,2,3,24.4,0,1,0,1,0.429,0.143,2,2
20070101071155,1,2,3,68,2,0,0,2,  2157971.008019,-1,0,0,5,2,1,1,20,510,30,1,160,1,3,24.3,-1,-1,-1,-1,-1,-1,2,2
20070101071159,1,2,3,62,-1,0,0,2,  2178137.847274,-1,0,0,1,1,1,1,0,0,60,2,170,2,3,31.1,-1,-1,-1,-1,-1,-1,2,2
20070101071160,1,2,3,74,-1,0,0,2,  8197838.006358,5,0,0,1,1,1,1,0,0,90,2,211,2,3,27.1,-1,-1,-1,-1,-1,-1,2,2
20070101071161,1,2,5,71,2,0,0,2,  2557198.003462,5,1,0,5,2,2,2,0,0,180,2,185,2,3,25.8,0,2,0,2,0,0,2,2
20070101071166,1,2,2,71,-1,0,0,2,  5430302.491695,5,1,0,1,1,1,2,0,0,200,2,163,2,3,22.7,0,2,0,2,0,0,2,2
20070101071181,1,2,3,65,-1,0,0,2,  4192153.665342,-1,0,0,1,1,1,1,0,0,90,2,139,2,3,23.1,-1,-1,-1,-1,-1,-1,2,2
20070101071188,1,2,2,62,2,0,0,2,  4893095.883819,-1,1,0,5,2,2,1,6,13,20,1,140,1,3,25.6,0,1,0,1,1,1,2,2
20070101071190,1,2,4,69,-1,0,0,2,  3091011.839881,-1,0,0,1,1,1,2,1,1,7,1,233,1,3,34.4,-1,-1,-1,-1,-1,-1,2,2
20070101071193,1,2,2,62,-1,0,0,2,  5869994.426883,-1,0,0,1,1,1,1,0,0,50,2,104,2,3,19,-1,-1,-1,-1,-1,-1,2,2
20070101071195,1,2,3,72,-1,0,0,2,  7066905.663315,5,2,0,1,1,2,1,2,0,105,2,210,1,3,28.5,0,1,0,1,1,1,2,2
20070101071196,1,2,2,63,-1,0,0,2,  4831385.498869,-1,0,0,1,1,1,1,15,900,50,1,142,1,3,25.2,-1,-1,-1,-1,-1,-1,2,1
20070101071197,1,2,2,65,-1,0,0,2, 10671552.066339,5,0,0,1,1,3,1,0,0,30,2,168,2,3,28,-1,-1,-1,-1,-1,-1,2,2
20070101071204,1,2,1,70,-1,0,0,2,  3242315.691249,-1,2,0,1,1,3,2,0,0,5,2,135,2,3,19.4,0,2,0,2,0,0,2,2
20070101071207,1,2,2,67,-1,0,0,2,   608378.490430,-1,3,0,1,1,1,1,0,0,35,2,180,2,3,28.2,0,1,0,1,1,0.333,2,2
20070101071227,1,2,3,66,-1,0,0,2,  5775918.567283,-1,1,0,1,1,2,2,40,1045,0,1,173,1,1,27.9,0,2,0,1,1,0,2,2
20070101071233,1,2,3,65,-1,0,0,2,  5156780.736290,-1,0,0,1,1,1,1,15,0,70,2,145,1,3,24.1,-1,-1,-1,-1,-1,-1,2,2
20070101071234,1,2,2,67,-1,0,0,2,  7465271.048208,5,0,0,1,1,2,2,0,0,105,2,175,2,3,27.4,-1,-1,-1,-1,-1,-1,2,2
20070101071236,1,2,3,68,-1,0,0,2,  6742472.533943,5,1,0,1,1,2,2,0,0,250,2,169,2,3,25.7,0,1,0,1,1,1,2,2
20070101071238,1,2,2,62,-1,0,0,2,  5487041.629848,5,1,0,1,1,1,1,15,265,25,1,120,1,3,21.9,0,2,0,1,1,0,2,2
20070101071242,1,2,5,75,2,0,0,2,  3455784.799413,5,0,0,5,2,1,1,15,15,75,1,309,1,3,38.6,-1,-1,-1,-1,-1,-1,2,2
20070101071249,1,2,3,71,-1,0,0,2,  5899103.377331,5,2,0,1,1,2,2,0,0,45,2,165,2,3,23,0,2,0,2,0,0,2,2
20070101071255,1,2,2,72,-1,0,0,2,  8029046.668327,5,0,0,1,1,2,2,0,0,60,2,275,2,3,37.3,-1,-1,-1,-1,-1,-1,2,2
20070101071269,1,2,3,73,-1,0,0,2,  4867072.677346,-1,0,0,1,1,1,2,5,0,105,2,225,1,3,29.7,-1,-1,-1,-1,-1,-1,2,2
20070101071271,1,1,5,62,1,-1,0,2,  9258996.789542,5,2,0,3,2,3,3,0,0,55,2,-3,2,2,-1,0,1,0,1,0.5,0.5,2,2
20070101071273,1,1,3,66,1,0,0,2,  9875300.323454,5,1,0,3,2,3,3,0,0,45,2,190,2,3,30.7,0,2,0,1,1,0,2,2
20070101071274,1,2,3,69,-1,0,0,2,  7681304.293121,-1,0,0,1,1,1,1,20,635,0,1,195,1,3,28.8,-1,-1,-1,-1,-1,-1,2,2
20070101071294,1,2,5,68,2,0,0,2, 14911960.006382,5,0,0,5,2,3,3,0,0,35,2,165,2,3,25.1,-1,-1,-1,-1,-1,-1,2,2
20070101071295,1,2,4,67,-1,0,0,2,  2520842.738764,-1,0,0,1,1,1,1,0,0,30,2,180,2,3,28.2,-1,-1,-1,-1,-1,-1,2,2
20070101071299,1,2,1,63,-1,0,0,2,  4302677.683025,5,3,0,1,1,1,1,15,0,115,2,118,1,3,20.9,0,2,0,2,0,0,2,2
20070101071305,1,2,3,65,-2,-1,0,2,  2151803.838274,-1,2,0,2,2,3,1,0,0,75,2,-3,2,3,-1,0,2,0,2,0,0,2,2
20070101071310,1,2,3,67,-1,0,0,2, 14806231.861917,5,0,0,1,1,3,1,10,10,120,1,209,1,3,32.7,-1,-1,-1,-1,-1,-1,2,2
20070101071313,1,2,2,61,-1,0,0,2,  4084249.744289,5,0,0,1,1,1,2,90,90,30,1,120,1,3,22.7,-1,-1,-1,-1,-1,-1,2,2
20070101071315,1,2,2,63,-1,0,0,2,  6501438.786707,5,2,0,1,1,2,1,33,35,50,1,120,1,3,21.3,0,2,0,1,0.5,0,2,2
20070101071317,1,2,1,72,-1,0,0,2,  9147079.275002,-1,0,0,1,1,1,1,0,0,75,2,220,2,3,29.8,-1,-1,-1,-1,-1,-1,2,2
20070101071329,1,2,3,68,2,0,0,2,  6437815.723148,5,2,12,5,2,2,3,30,-2,25,-2,140,1,3,21.3,0,2,0,1,0.5,0,2,2
20070101071347,1,2,4,72,-1,0,0,2,  8622660.843541,5,0,0,1,1,2,2,0,0,70,2,320,2,3,43.4,-1,-1,-1,-1,-1,-1,2,2
20070101071350,1,2,3,65,1,0,0,2,  7836159.301248,-1,1,0,3,2,2,1,15,30,70,1,145,1,3,24.1,0,1,0,2,0,1,2,2
20070101071361,1,2,2,67,-1,0,0,2,  5952306.226224,-1,0,0,1,1,1,1,45,90,60,1,180,1,3,28.2,-1,-1,-1,-1,-1,-1,2,2
20070101071368,1,2,3,73,-1,0,0,2,  5713422.161057,5,2,0,1,1,3,3,20,0,50,2,318,1,3,42,0,2,0,2,0,0,2,2
20070101071376,1,2,2,70,-1,0,0,2,  3187692.692352,-1,0,0,1,1,1,1,0,0,75,2,260,2,3,37.3,-1,-1,-1,-1,-1,-1,2,2
20070101071377,1,2,1,62,-1,0,0,2, 10916980.242309,5,0,0,1,1,2,2,1,300,45,1,122,1,3,22.3,-1,-1,-1,-1,-1,-1,2,2
20070101071389,1,2,3,63,-3,0,0,2, 12286809.977212,5,1,3,-1,-3,3,1,30,0,40,2,115,1,3,20.4,0,2,0,1,1,0,2,2
20070101071399,1,2,2,67,-1,0,0,2,  4874333.921821,3,2,0,1,1,1,1,0,0,30,2,200,2,3,31.3,0,2,0,1,1,0,2,2
20070101071406,1,2,1,63,-1,0,0,2,  5033956.109655,5,2,0,1,1,3,1,8,0,80,2,134,1,3,23.7,0,2,0,1,0.5,0,2,2
20070101071408,1,2,3,67,-1,0,0,2,  4312753.652937,5,0,0,1,1,1,1,0,0,80,2,230,2,3,36,-1,-1,-1,-1,-1,-1,2,2
20070101071409,1,2,2,76,-1,0,0,2,  2069561.798637,5,1,0,1,1,3,2,43,300,30,1,260,1,3,31.6,0,1,0,1,1,1,2,2
20070101071414,1,2,4,70,-1,0,0,2,  5803753.094113,-1,2,0,1,1,2,3,0,-2,110,-2,170,2,3,24.4,0,2,0,1,0.5,0,2,2
20070101071421,1,2,1,65,-1,0,0,2, 10119360.136034,5,4,0,1,1,1,1,10,82,35,1,165,1,3,27.5,0,2,0,1,0.75,0,2,2
20070101071428,1,2,3,72,-1,0,0,2, 11743242.879169,5,1,0,1,1,2,2,0,0,70,2,200,2,3,27.1,41,2,41,2,0,0,2,2
20070101071431,1,2,1,65,-1,0,0,2, 12092489.377597,-1,0,0,1,1,1,1,0,0,60,2,145,2,3,24.1,-1,-1,-1,-1,-1,-1,2,2
20070101071438,1,2,1,70,1,0,0,2,  4513943.941223,5,0,0,3,2,2,2,30,210,60,1,180,1,3,25.8,-1,-1,-1,-1,-1,-1,2,2
20070101071442,1,2,2,76,-1,0,0,2,  6399899.689481,-1,0,0,1,1,1,1,0,0,185,2,225,2,3,27.4,-1,-1,-1,-1,-1,-1,2,2
20070101071443,1,2,2,61,-1,-1,0,2,  3519333.903723,5,0,0,1,1,3,3,20,0,85,2,-5,1,3,-1,-1,-1,-1,-1,-1,-1,2,2
20070101071444,1,2,3,67,-1,0,0,2, 10028888.257468,-1,0,0,1,1,1,1,20,495,105,1,175,1,3,27.4,-1,-1,-1,-1,-1,-1,2,2
20070101071448,1,2,2,66,-1,0,0,2,  2897050.258364,5,2,0,1,1,3,2,60,870,0,1,145,1,3,23.4,0,2,0,1,1,0,2,1
20070101071452,1,2,1,63,-1,0,0,2,  2718083.711812,-1,0,0,1,1,3,1,10,0,80,2,130,1,1,23,-1,-1,-1,-1,-1,-1,2,2
20070101071479,1,2,2,64,-1,0,0,2,  5859511.469721,-1,0,0,1,1,1,1,9,300,55,1,190,1,3,32.6,-1,-1,-1,-1,-1,-1,2,2
20070101071480,1,2,1,72,1,0,0,2,  2050386.612075,4,2,0,3,2,3,1,0,0,60,2,170,2,3,23.1,0,1,0,1,1,1,2,2
20070101071481,1,1,3,64,1,0,0,2,  2486152.563686,5,1,0,3,2,1,1,0,60,70,1,210,2,3,36,0,1,0,1,1,1,2,2
20070101071486,1,2,3,67,1,0,0,2,  7428008.160296,-1,0,0,3,2,1,1,0,0,30,2,175,2,3,27.4,-1,-1,-1,-1,-1,-1,2,2
20070101071497,1,2,3,68,2,0,0,2,  1999611.133500,-1,0,0,5,2,1,1,25,5,40,1,200,1,3,30.4,-1,-1,-1,-1,-1,-1,2,2
20070101071504,1,2,1,65,-1,0,0,2, 16447472.292848,5,0,0,1,1,1,3,10,0,60,2,136,1,3,22.6,-1,-1,-1,-1,-1,-1,2,2
20070101071506,1,2,3,66,1,-1,0,2,  2665302.641166,-1,0,0,3,2,1,1,30,945,15,1,-2,1,3,-1,-1,-1,-1,-1,-1,-1,2,1
20070101071516,1,2,1,74,-1,0,0,2,  9152833.524564,-1,4,0,1,1,2,2,150,105,60,1,173,1,3,22.2,0,2,0,2,0,0,2,2
20070101071522,1,2,2,67,-3,0,0,2,  4737794.986408,-1,2,3,-1,-3,2,1,60,0,225,2,165,1,3,25.8,0,2,0,2,0,0,2,2
20070101071534,1,2,3,65,-1,0,0,2, 10523048.194685,-1,1,0,1,1,1,1,10,0,15,2,145,1,3,24.1,-1,-2,-1,-2,-1,-1,2,2
20070101071538,1,1,3,63,-2,0,0,2, 10308801.884825,-1,3,2,-1,-2,2,2,10,0,40,2,125,1,3,22.1,0,1,0,1,0.667,0.667,2,2
20070101071541,1,2,3,62,-1,0,0,2, 31808771.020859,-1,1,0,1,1,3,3,45,820,80,1,135,1,3,24.7,0,2,0,1,1,0,2,1
20070101071552,1,2,1,71,-1,0,0,2, 12160509.640765,5,0,0,1,1,1,1,0,0,265,2,189,2,3,26.4,-1,-1,-1,-1,-1,-1,2,2
20070101071555,1,2,2,65,-1,-1,0,2,  2430404.013245,5,1,0,1,1,1,1,15,0,210,2,-5,1,3,-1,0,2,0,1,1,0,2,2
20070101071562,1,2,1,64,-1,0,0,2,  1880716.395310,-1,0,0,1,1,1,1,0,0,155,2,190,2,3,32.6,-1,-1,-1,-1,-1,-1,2,2
20070101071572,1,2,1,63,-1,0,0,2,  3251826.452952,5,2,0,1,1,1,1,0,0,120,2,115,2,3,20.4,0,1,0,1,1,1,2,2
